                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.1335,                  1.431,                0.99127,                0.69545,                0.36989,                 0.4642,                0.26144,                 1.2812,                 2.5756,                 1.0289,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.0798,                 1.5316,                0.96034,                 0.6005,                0.43791,                0.47646,                0.26125,                 1.2679,                 2.4834,                 1.0259,               0.006733,               0.006733,               0.006733
                     68,                 1.1328,                 1.3945,                0.97674,                 0.6005,                0.43791,                0.47646,                0.26125,                 1.2679,                 2.4834,                 1.0259,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.0541,                 1.3497,                0.96343,                0.48345,                0.41667,                0.49954,                0.27192,                 1.3377,                 2.3295,                 1.0314,               0.006634,               0.006634,               0.006634
                     70,                 1.1862,                 1.3755,                0.95241,                0.48345,                0.41667,                0.49954,                0.27192,                 1.3377,                 2.3295,                 1.0314,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.0814,                 1.4294,                0.96652,                0.50973,                  0.375,                 0.4597,                0.24457,                 1.4382,                 2.4932,                 1.0225,               0.006535,               0.006535,               0.006535
                     72,                 1.0946,                 1.3502,                0.98311,                0.50973,                  0.375,                 0.4597,                0.24457,                 1.4382,                 2.4932,                 1.0225,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.1101,                 1.3706,                0.97463,                0.57226,                0.35417,                0.45751,                0.24764,                 1.3135,                 2.3835,                 1.0478,               0.006436,               0.006436,               0.006436
                     74,                 1.1741,                 1.3902,                 1.0206,                0.57226,                0.35417,                0.45751,                0.24764,                 1.3135,                 2.3835,                 1.0478,              0.0063865,              0.0063865,              0.0063865
                     75,                0.96973,                 1.2552,                0.94999,                0.38076,                0.48824,                0.45626,                0.26162,                 1.3262,                 2.2991,                  1.037,               0.006337,               0.006337,               0.006337
                     76,                 1.0278,                 1.3309,                0.96199,                0.38076,                0.48824,                0.45626,                0.26162,                 1.3262,                 2.2991,                  1.037,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.0642,                 1.2388,                0.95184,                0.42287,                    0.5,                0.49162,                0.26725,                  1.306,                 2.2394,                 1.0516,               0.006238,               0.006238,               0.006238
                     78,                 1.2216,                 1.2987,                0.95712,                0.42287,                    0.5,                0.49162,                0.26725,                  1.306,                 2.2394,                 1.0516,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.0465,                 1.2608,                0.95744,                0.48962,                 0.3125,                0.40266,                0.21166,                 1.4081,                 2.4713,                 1.0813,               0.006139,               0.006139,               0.006139
                     80,                 1.1014,                 1.2991,                0.93733,                0.48962,                 0.3125,                0.40266,                0.21166,                 1.4081,                 2.4713,                 1.0813,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.0085,                 1.2471,                 0.9327,                 0.4705,                   0.25,                0.35419,                0.19827,                   1.36,                 2.5726,                 1.0887,                0.00604,                0.00604,                0.00604
                     82,                 1.1071,                 1.2734,                0.97847,                 0.4705,                   0.25,                0.35419,                0.19827,                   1.36,                 2.5726,                 1.0887,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.1581,                 1.3853,                0.98646,                0.47983,                  0.375,                0.38982,                0.20301,                 1.3933,                 2.6207,                 1.0643,               0.005941,               0.005941,               0.005941
                     84,                 1.1807,                 1.4522,                 1.0033,                0.47983,                  0.375,                0.38982,                0.20301,                 1.3933,                 2.6207,                 1.0643,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.1421,                  1.277,                0.96404,                0.60117,                0.32516,                0.41413,                0.24802,                 1.3392,                 2.4271,                   1.06,               0.005842,               0.005842,               0.005842
                     86,                0.96122,                 1.2461,                0.96482,                0.60117,                0.32516,                0.41413,                0.24802,                 1.3392,                 2.4271,                   1.06,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.1076,                 1.2641,                 1.0013,                0.69012,                0.46014,                0.57072,                0.33746,                 1.2764,                 2.2935,                0.99678,               0.005743,               0.005743,               0.005743
                     88,                 1.1228,                 1.1652,                0.95031,                0.69012,                0.46014,                0.57072,                0.33746,                 1.2764,                 2.2935,                0.99678,              0.0056935,              0.0056935,              0.0056935
                     89,                0.97333,                 1.1584,                0.92759,                 0.5999,                0.38841,                0.50226,                0.28341,                 1.2471,                 2.4022,                0.99983,               0.005644,               0.005644,               0.005644
                     90,                0.98886,                 1.2277,                0.96986,                 0.5999,                0.38841,                0.50226,                0.28341,                 1.2471,                 2.4022,                0.99983,              0.0055945,              0.0055945,              0.0055945
                     91,                0.95153,                 1.1986,                0.96439,                0.70997,                0.39583,                0.52715,                0.31142,                 1.2402,                 2.3572,                0.99723,               0.005545,               0.005545,               0.005545
                     92,                 1.0141,                  1.179,                0.93092,                0.70997,                0.39583,                0.52715,                0.31142,                 1.2402,                 2.3572,                0.99723,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.0012,                 1.1673,                0.92954,                 0.5629,                0.53148,                 0.5561,                0.31974,                  1.344,                 2.1757,                 1.0126,               0.005446,               0.005446,               0.005446
                     94,                 1.0346,                 1.2076,                0.94126,                 0.5629,                0.53148,                 0.5561,                0.31974,                  1.344,                 2.1757,                 1.0126,              0.0053965,              0.0053965,              0.0053965
                     95,                  1.019,                 1.0943,                0.94571,                0.60283,                0.49081,                0.53231,                0.30598,                 1.2587,                 2.1978,                0.98904,               0.005347,               0.005347,               0.005347
                     96,                 1.1319,                 1.1928,                0.96005,                0.60283,                0.49081,                0.53231,                0.30598,                 1.2587,                 2.1978,                0.98904,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.0063,                 1.1937,                0.92476,                0.84552,                0.40736,                0.53681,                0.32206,                 1.1618,                 2.2069,                0.96572,               0.005248,               0.005248,               0.005248
                     98,                 1.0153,                 1.3282,                0.95481,                0.84552,                0.40736,                0.53681,                0.32206,                 1.1618,                 2.2069,                0.96572,              0.0051985,              0.0051985,              0.0051985
                     99,                0.86954,                 1.0125,                0.91398,                0.56135,                    0.5,                0.51247,                 0.3124,                 1.1534,                  2.137,                0.97719,               0.005149,               0.005149,               0.005149
                    100,                 1.0208,                 1.2279,                0.94693,                0.56135,                    0.5,                0.51247,                 0.3124,                 1.1534,                  2.137,                0.97719,              0.0050995,              0.0050995,              0.0050995
                    101,                0.96807,                 1.1535,                0.94253,                0.46385,                0.54167,                0.45269,                0.25908,                  1.242,                 2.4132,                0.98164,                0.00505,                0.00505,                0.00505
                    102,                0.95603,                 1.1493,                0.98714,                0.46385,                0.54167,                0.45269,                0.25908,                  1.242,                 2.4132,                0.98164,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.0568,                 1.1217,                0.94224,                0.50719,                    0.5,                0.42797,                0.25147,                 1.1871,                 2.2674,                0.97492,               0.004951,               0.004951,               0.004951
                    104,                0.81602,                 1.1356,                0.91745,                0.50719,                    0.5,                0.42797,                0.25147,                 1.1871,                 2.2674,                0.97492,              0.0049015,              0.0049015,              0.0049015
                    105,                0.98849,                  1.072,                0.92603,                0.56842,                0.60417,                0.51546,                0.30658,                 1.2162,                 2.1778,                0.97109,               0.004852,               0.004852,               0.004852
                    106,                0.97083,                 1.2198,                0.95159,                0.56842,                0.60417,                0.51546,                0.30658,                 1.2162,                 2.1778,                0.97109,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.1059,                 1.1247,                0.93909,                 0.4582,                0.54167,                0.44793,                0.23966,                 1.2732,                 2.2373,                 1.0002,               0.004753,               0.004753,               0.004753
                    108,                0.91099,                 1.0997,                 0.8998,                 0.4582,                0.54167,                0.44793,                0.23966,                 1.2732,                 2.2373,                 1.0002,              0.0047035,              0.0047035,              0.0047035
                    109,                0.95767,                 1.1438,                 0.9442,                0.57946,                0.60417,                0.50083,                0.27503,                  1.323,                 2.0513,                 1.0152,               0.004654,               0.004654,               0.004654
                    110,                 1.1443,                 1.3019,                0.98451,                0.57946,                0.60417,                0.50083,                0.27503,                  1.323,                 2.0513,                 1.0152,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.0315,                 1.1397,                0.91651,                0.58167,                 0.5625,                0.48379,                0.27224,                  1.195,                 2.0587,                 1.0043,               0.004555,               0.004555,               0.004555
                    112,                0.96903,                 1.1259,                0.92636,                0.58167,                 0.5625,                0.48379,                0.27224,                  1.195,                 2.0587,                 1.0043,              0.0045055,              0.0045055,              0.0045055
                    113,                0.96915,                 1.1806,                0.96568,                0.62334,                0.50079,                0.49918,                0.29259,                   1.22,                 2.1519,                 1.0393,               0.004456,               0.004456,               0.004456
                    114,                 1.0838,                 1.2018,                 0.9112,                0.62334,                0.50079,                0.49918,                0.29259,                   1.22,                 2.1519,                 1.0393,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.0013,                 1.1235,                 0.9389,                0.59802,                0.60599,                0.57771,                0.35526,                  1.225,                 1.9547,                 1.0156,               0.004357,               0.004357,               0.004357
                    116,                0.96225,                 1.0357,                0.92783,                0.59802,                0.60599,                0.57771,                0.35526,                  1.225,                 1.9547,                 1.0156,              0.0043075,              0.0043075,              0.0043075
                    117,                0.98237,                 1.3365,                  1.015,                0.64502,                 0.5625,                0.62927,                0.40753,                  1.196,                 1.8734,                 1.0142,               0.004258,               0.004258,               0.004258
                    118,                0.96634,                 1.1655,                0.95103,                0.64502,                 0.5625,                0.62927,                0.40753,                  1.196,                 1.8734,                 1.0142,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.0208,                 1.0992,                0.94538,                0.46192,                0.64583,                0.57231,                0.35503,                 1.2491,                 1.9531,                 1.0167,               0.004159,               0.004159,               0.004159
                    120,                0.85457,                 1.1088,                0.92324,                0.46192,                0.64583,                0.57231,                0.35503,                 1.2491,                 1.9531,                 1.0167,              0.0041095,              0.0041095,              0.0041095
                    121,                0.89255,                0.99475,                0.91282,                0.50068,                  0.625,                0.60295,                 0.3729,                 1.2481,                 1.9594,                 1.0318,                0.00406,                0.00406,                0.00406
                    122,                0.94758,                 1.0032,                0.91464,                0.50068,                  0.625,                0.60295,                 0.3729,                 1.2481,                 1.9594,                 1.0318,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.1136,                 1.1246,                0.97615,                0.64592,                0.52083,                0.60393,                0.39263,                 1.0926,                 1.9399,                 1.0044,               0.003961,               0.003961,               0.003961
                    124,                0.95833,                 1.0941,                0.94003,                0.64592,                0.52083,                0.60393,                0.39263,                 1.0926,                 1.9399,                 1.0044,              0.0039115,              0.0039115,              0.0039115
                    125,                0.92658,                 1.0206,                0.90276,                0.60136,                0.64583,                0.61815,                0.40471,                 1.1772,                 1.9567,                 1.0334,               0.003862,               0.003862,               0.003862
                    126,                0.80441,                 1.0391,                0.91733,                0.60136,                0.64583,                0.61815,                0.40471,                 1.1772,                 1.9567,                 1.0334,              0.0038125,              0.0038125,              0.0038125
                    127,                0.85616,                 1.0229,                0.89777,                0.69428,                0.53018,                 0.5937,                0.36404,                 1.2927,                  1.938,                 1.1265,               0.003763,               0.003763,               0.003763
                    128,                 0.8496,                 1.0324,                0.90298,                0.69428,                0.53018,                 0.5937,                0.36404,                 1.2927,                  1.938,                 1.1265,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.0956,                 1.1068,                0.96142,                0.62223,                0.66667,                 0.5883,                0.37415,                 1.3005,                 1.9525,                 1.1295,               0.003664,               0.003664,               0.003664
                    130,                0.92417,                 1.0496,                0.91082,                0.62223,                0.66667,                 0.5883,                0.37415,                 1.3005,                 1.9525,                 1.1295,              0.0036145,              0.0036145,              0.0036145
                    131,                0.94731,                 1.2018,                 0.9293,                0.75053,                0.61796,                0.67744,                0.44509,                 1.2747,                 1.8572,                 1.1118,               0.003565,               0.003565,               0.003565
                    132,                 1.0239,                 1.1297,                0.92973,                0.75053,                0.61796,                0.67744,                0.44509,                 1.2747,                 1.8572,                 1.1118,              0.0035155,              0.0035155,              0.0035155
                    133,                0.96315,                  1.026,                0.94251,                0.79694,                0.54167,                0.67942,                0.44765,                  1.233,                 1.8368,                 1.0745,               0.003466,               0.003466,               0.003466
                    134,                0.87402,                 1.1014,                0.91802,                0.79694,                0.54167,                0.67942,                0.44765,                  1.233,                 1.8368,                 1.0745,              0.0034165,              0.0034165,              0.0034165
                    135,                0.82507,                0.99429,                 0.8941,                 0.7093,                0.60417,                0.68967,                0.42811,                 1.2435,                 1.8676,                 1.0637,               0.003367,               0.003367,               0.003367
                    136,                0.96124,                 1.0946,                0.93806,                 0.7093,                0.60417,                0.68967,                0.42811,                 1.2435,                 1.8676,                 1.0637,              0.0033175,              0.0033175,              0.0033175
                    137,                0.84203,                0.95718,                0.91322,                0.62692,                0.69011,                0.67435,                0.43401,                  1.231,                 1.8445,                 1.0691,               0.003268,               0.003268,               0.003268
                    138,                0.78639,                0.96064,                0.91761,                0.62692,                0.69011,                0.67435,                0.43401,                  1.231,                 1.8445,                 1.0691,              0.0032185,              0.0032185,              0.0032185
                    139,                0.94198,                 1.0449,                0.91129,                0.66586,                0.64583,                0.67881,                0.39533,                  1.234,                  1.816,                 1.0521,               0.003169,               0.003169,               0.003169
                    140,                0.91557,                0.96482,                0.88782,                0.66586,                0.64583,                0.67881,                0.39533,                  1.234,                  1.816,                 1.0521,              0.0031195,              0.0031195,              0.0031195
                    141,                0.90223,                0.94285,                0.89166,                0.68788,                 0.6875,                0.68266,                0.41467,                 1.2071,                 1.7886,                 1.0619,                0.00307,                0.00307,                0.00307
                    142,                0.90196,                0.98908,                0.88611,                0.68788,                 0.6875,                0.68266,                0.41467,                 1.2071,                 1.7886,                 1.0619,              0.0030205,              0.0030205,              0.0030205
                    143,                0.91689,                0.97864,                0.94202,                0.70999,                  0.625,                0.66423,                 0.4098,                 1.1475,                 1.7056,                 1.0594,               0.002971,               0.002971,               0.002971
                    144,                0.86706,                0.95404,                0.89118,                0.70999,                  0.625,                0.66423,                 0.4098,                 1.1475,                 1.7056,                 1.0594,              0.0029215,              0.0029215,              0.0029215
                    145,                0.84747,                0.98791,                0.88934,                0.69442,                0.58333,                 0.6447,                0.36115,                 1.2156,                 1.7756,                 1.0645,               0.002872,               0.002872,               0.002872
                    146,                0.92553,                 1.0054,                0.90387,                0.69442,                0.58333,                 0.6447,                0.36115,                 1.2156,                 1.7756,                 1.0645,              0.0028225,              0.0028225,              0.0028225
                    147,                0.73568,                0.91841,                0.89113,                0.66833,                0.61191,                0.64818,                0.38063,                 1.1818,                 1.8075,                 1.0464,               0.002773,               0.002773,               0.002773
                    148,                0.85479,                0.95412,                0.91219,                0.66833,                0.61191,                0.64818,                0.38063,                 1.1818,                 1.8075,                 1.0464,              0.0027235,              0.0027235,              0.0027235
                    149,                0.75477,                 1.0118,                0.87631,                0.72157,                0.60417,                0.65582,                 0.4192,                 1.1157,                 1.8446,                 0.9832,               0.002674,               0.002674,               0.002674
                    150,                0.91646,                0.99916,                0.93033,                0.72157,                0.60417,                0.65582,                 0.4192,                 1.1157,                 1.8446,                 0.9832,              0.0026245,              0.0026245,              0.0026245
                    151,                 0.9038,                0.97662,                0.90917,                0.71315,                0.64583,                0.64026,                0.40602,                  1.095,                 1.8191,                0.97249,               0.002575,               0.002575,               0.002575
                    152,                0.82949,                 1.0418,                0.87316,                0.71315,                0.64583,                0.64026,                0.40602,                  1.095,                 1.8191,                0.97249,              0.0025255,              0.0025255,              0.0025255
                    153,                0.86628,                 1.0289,                 0.9156,                 0.7215,                0.63498,                0.65436,                0.39731,                 1.1387,                 1.8445,                0.97483,               0.002476,               0.002476,               0.002476
                    154,                0.83116,                0.99997,                0.91335,                 0.7215,                0.63498,                0.65436,                0.39731,                 1.1387,                 1.8445,                0.97483,              0.0024265,              0.0024265,              0.0024265
