                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.59431,                 1.0403,                 0.8885,                0.86443,                0.41667,                0.54994,                0.48374,                0.94157,                 2.6088,                 1.1579,                0.01229,              0.0072898,              0.0072898
                     48,                0.64381,                 1.0211,                0.90626,                0.86443,                0.41667,                0.54994,                0.48374,                0.94157,                 2.6088,                 1.1579,               0.010395,              0.0073953,              0.0073953
                     49,                0.62788,                 1.1196,                0.89536,                0.75313,                    0.5,                0.57681,                0.48903,                0.97815,                 2.3852,                  1.196,              0.0084988,              0.0074988,              0.0074988
                     50,                0.65533,                  1.156,                0.96948,                0.75313,                    0.5,                0.57681,                0.48903,                0.97815,                 2.3852,                  1.196,               0.007525,               0.007525,               0.007525
                     51,                0.61095,                 1.0504,                 0.9025,                      1,                0.41431,                0.63877,                0.51635,                0.92546,                 2.3902,                 1.1457,               0.007525,               0.007525,               0.007525
                     52,                 0.5735,                0.94928,                0.86246,                      1,                0.41431,                0.63877,                0.51635,                0.92546,                 2.3902,                 1.1457,              0.0074755,              0.0074755,              0.0074755
                     53,                0.61389,                0.94402,                0.88776,                      1,                0.54815,                0.72596,                0.53703,                0.93457,                 2.3012,                 1.1377,               0.007426,               0.007426,               0.007426
                     54,                0.65802,                 1.1281,                0.89111,                      1,                0.54815,                0.72596,                0.53703,                0.93457,                 2.3012,                 1.1377,              0.0073765,              0.0073765,              0.0073765
                     55,                0.69858,                 1.2696,                0.92601,                      1,                0.34793,                0.77205,                0.57489,                 1.0033,                 2.4389,                 1.1252,               0.007327,               0.007327,               0.007327
                     56,                0.60555,                   1.01,                0.86231,                      1,                0.34793,                0.77205,                0.57489,                 1.0033,                 2.4389,                 1.1252,              0.0072775,              0.0072775,              0.0072775
                     57,                 0.5938,                 1.0165,                0.87873,                      1,                0.57042,                0.75954,                0.59413,                0.96214,                 2.2676,                 1.1544,               0.007228,               0.007228,               0.007228
                     58,                0.67921,                  1.148,                0.92245,                      1,                0.57042,                0.75954,                0.59413,                0.96214,                 2.2676,                 1.1544,              0.0071785,              0.0071785,              0.0071785
                     59,                0.55636,                0.91455,                0.86751,                0.85197,                0.58333,                0.66912,                0.46434,                0.99228,                 2.0814,                 1.1321,               0.007129,               0.007129,               0.007129
                     60,                0.72223,                  1.026,                0.89112,                0.85197,                0.58333,                0.66912,                0.46434,                0.99228,                 2.0814,                 1.1321,              0.0070795,              0.0070795,              0.0070795
                     61,                0.63802,                0.94829,                0.88462,                0.73158,                   0.75,                0.72788,                0.49536,                0.99927,                 1.9196,                  1.172,                0.00703,                0.00703,                0.00703
                     62,                0.63087,                0.96387,                 0.9224,                0.73158,                   0.75,                0.72788,                0.49536,                0.99927,                 1.9196,                  1.172,              0.0069805,              0.0069805,              0.0069805
                     63,                0.66603,                 1.0708,                0.88424,                0.78276,                0.66667,                0.74353,                 0.5034,                0.97347,                 2.1516,                 1.1437,               0.006931,               0.006931,               0.006931
                     64,                0.67077,                 1.0231,                0.91929,                0.78276,                0.66667,                0.74353,                 0.5034,                0.97347,                 2.1516,                 1.1437,              0.0068815,              0.0068815,              0.0068815
                     65,                0.71518,                 1.1101,                0.93478,                0.69262,                0.56487,                0.62197,                0.46547,                0.96156,                 2.2095,                 1.2001,               0.006832,               0.006832,               0.006832
                     66,                0.66518,                 1.1002,                 1.0032,                0.69262,                0.56487,                0.62197,                0.46547,                0.96156,                 2.2095,                 1.2001,              0.0067825,              0.0067825,              0.0067825
                     67,                0.65122,                 1.0525,                0.87369,                0.88903,                0.41667,                0.57357,                0.42389,                0.93589,                 2.5241,                 1.1388,               0.006733,               0.006733,               0.006733
                     68,                0.63883,                 1.0698,                0.88485,                0.88903,                0.41667,                0.57357,                0.42389,                0.93589,                 2.5241,                 1.1388,              0.0066835,              0.0066835,              0.0066835
                     69,                0.63405,                 1.0637,                0.92449,                0.65657,                0.41667,                0.55826,                0.36967,                 1.0033,                 2.4772,                 1.1636,               0.006634,               0.006634,               0.006634
                     70,                 0.6208,                0.97294,                0.85226,                0.65657,                0.41667,                0.55826,                0.36967,                 1.0033,                 2.4772,                 1.1636,              0.0065845,              0.0065845,              0.0065845
                     71,                0.72649,                 1.0057,                0.90617,                0.64791,                0.41667,                0.45675,                0.29257,                 1.0837,                  2.599,                 1.1871,               0.006535,               0.006535,               0.006535
                     72,                0.62357,                 1.0028,                0.91131,                0.64791,                0.41667,                0.45675,                0.29257,                 1.0837,                  2.599,                 1.1871,              0.0064855,              0.0064855,              0.0064855
                     73,                0.62886,                0.93754,                 0.9187,                0.72499,                    0.5,                 0.4947,                0.33491,                 1.0564,                 2.4272,                 1.2414,               0.006436,               0.006436,               0.006436
                     74,                0.71905,                0.96166,                0.95741,                0.72499,                    0.5,                 0.4947,                0.33491,                 1.0564,                 2.4272,                 1.2414,              0.0063865,              0.0063865,              0.0063865
                     75,                0.61581,                0.92824,                0.90525,                0.58678,                0.47522,                0.53087,                0.35253,                0.89398,                 2.3831,                 1.1398,               0.006337,               0.006337,               0.006337
                     76,                0.72232,                0.99613,                0.96597,                0.58678,                0.47522,                0.53087,                0.35253,                0.89398,                 2.3831,                 1.1398,              0.0062875,              0.0062875,              0.0062875
                     77,                0.64578,                 1.0235,                0.90976,                0.61717,                0.40448,                0.45229,                0.34182,                 1.1417,                 2.3996,                 1.2828,               0.006238,               0.006238,               0.006238
                     78,                0.75807,                 1.2145,                0.99745,                0.61717,                0.40448,                0.45229,                0.34182,                 1.1417,                 2.3996,                 1.2828,              0.0061885,              0.0061885,              0.0061885
                     79,                0.65976,                0.96402,                0.94169,                0.77424,                0.33333,                0.45399,                0.32801,                 1.1238,                 2.4362,                 1.2797,               0.006139,               0.006139,               0.006139
                     80,                  0.633,                0.95905,                0.90423,                0.77424,                0.33333,                0.45399,                0.32801,                 1.1238,                 2.4362,                 1.2797,              0.0060895,              0.0060895,              0.0060895
                     81,                0.63761,                0.88525,                0.88691,                0.75111,                0.41667,                  0.504,                 0.3506,                 1.1417,                  2.314,                 1.2795,                0.00604,                0.00604,                0.00604
                     82,                0.58883,                0.82262,                 0.9304,                0.75111,                0.41667,                  0.504,                 0.3506,                 1.1417,                  2.314,                 1.2795,              0.0059905,              0.0059905,              0.0059905
                     83,                0.58634,                0.94116,                0.90853,                0.78027,                0.41667,                 0.5594,                0.40464,                 1.0826,                 2.1819,                 1.2048,               0.005941,               0.005941,               0.005941
                     84,                0.70634,                  1.123,                0.94048,                0.78027,                0.41667,                 0.5594,                0.40464,                 1.0826,                 2.1819,                 1.2048,              0.0058915,              0.0058915,              0.0058915
                     85,                0.69138,                 1.0711,                0.95914,                0.74987,                 0.4997,                0.56556,                0.39922,                 1.0862,                 1.9962,                 1.1938,               0.005842,               0.005842,               0.005842
                     86,                0.60744,                0.89909,                0.89841,                0.74987,                 0.4997,                0.56556,                0.39922,                 1.0862,                 1.9962,                 1.1938,              0.0057925,              0.0057925,              0.0057925
                     87,                0.62187,                0.94456,                0.92243,                0.50487,                0.66667,                0.55432,                 0.3496,                 1.1423,                 2.1465,                 1.1913,               0.005743,               0.005743,               0.005743
                     88,                0.60944,                  0.968,                0.86089,                0.50487,                0.66667,                0.55432,                 0.3496,                 1.1423,                 2.1465,                 1.1913,              0.0056935,              0.0056935,              0.0056935
                     89,                0.65077,                0.96097,                0.92651,                0.57698,                0.58333,                0.57368,                0.35491,                 1.1429,                 2.1303,                 1.1568,               0.005644,               0.005644,               0.005644
                     90,                0.68621,                0.93425,                0.94583,                0.57698,                0.58333,                0.57368,                0.35491,                 1.1429,                 2.1303,                 1.1568,              0.0055945,              0.0055945,              0.0055945
                     91,                0.66043,                0.92174,                0.92614,                0.69316,                0.56624,                0.62056,                0.42926,                  1.095,                 1.9323,                 1.1164,               0.005545,               0.005545,               0.005545
                     92,                0.66627,                0.87017,                0.88408,                0.69316,                0.56624,                0.62056,                0.42926,                  1.095,                 1.9323,                 1.1164,              0.0054955,              0.0054955,              0.0054955
                     93,                 0.6242,                0.82376,                0.88064,                0.61219,                0.58333,                0.58691,                0.40449,                 1.0158,                 1.8209,                 1.1056,               0.005446,               0.005446,               0.005446
                     94,                0.61471,                0.76821,                0.88094,                0.61219,                0.58333,                0.58691,                0.40449,                 1.0158,                 1.8209,                 1.1056,              0.0053965,              0.0053965,              0.0053965
                     95,                0.52189,                0.90191,                0.85027,                0.65311,                    0.5,                0.54646,                0.36936,                0.98886,                  1.999,                 1.1212,               0.005347,               0.005347,               0.005347
                     96,                0.75818,                0.99983,                0.91421,                0.65311,                    0.5,                0.54646,                0.36936,                0.98886,                  1.999,                 1.1212,              0.0052975,              0.0052975,              0.0052975
